날짜,년,월,일,시간,경보발령단계,경보발령제목,경보발령내용
2014-12-10,2014,12,10,1600,보강,제설대책 보강 근무지시 (2014.12.10 16:00),"		1. 2014.12.10(수) 14:00 기상청 발표에 의하면 금일 18:00부터 내일새벽 까지 1cm내외(강수량 1~4mm)의 눈이 내릴 것으로 예보되고 있습니다.

		2. 따라서 2014.12.10(수) 16:00부로 제설대책 보강 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2014.12.10(수) 17:00까지 자원입력 바람.  끝."
2014-12-11,2014,12,11,700,발령해제,제설대책 보강근무 해제(2014.12.11 08:00),		기상청 예보에 의하면 2014.12.11.(목) 07:00이후 강수확률 10이하로 예보되고 있어 2014.12.11(목) 08:00부로 제설대책 보강 근무를 해제하오니 평시근무 체제로 전환하시기 바랍니다.  끝.
2014-12-16,2014,12,16,800,발령해제,제설대책 1단계 근무해제(2014.12.16 08:00),"	1. 2014.12.16.(화) 07:30 현재 주요 도로의 제설작업이 완료되어 교통소통에 지장이 없고 09:00 이후 강수확률 10이하로 예보되고 있어 2014.12.16(화) 08:00부로 제설대책 1단계 근무를 해제 하오니 평시 근무 체제로 전환하시기 바라며,

	2. 금일 낮부터 기온이 큰 폭으로 떨어져 노면에 남아있는 눈이 얼어 도로결빙으로 인한 안전사고 발생 우려가 있으므로 보도 및 이면도로 등 제설작업이 완료되지 않는 기관은 추가 제설작업을 시행하여 시민불편이 없도록 조치하여 주시기 바랍니다.  끝. "
2014-12-20,2014,12,20,900,발령해제,제설대책 1단계 근무 해제 및 도로결빙 우려지역 제설작업 지시,"	1. 2014.12.19.(금) 밤부터 12.20(토) 새벽 사이 서울지역에 내린 눈은 지역별 편차가 커 대부분의 지역에서는 눈/비가 섞여 내려 제설작업 등으로 대부분 녹았으나, 강북지역 등 일부지역에는 4cm 이상의 많은 눈이 내려 주요간선도로를 제외한 보도 및 이면도로에는 추가 제설작업이 필요하고 오후부터 기온이 영하권으로 급격히 내려가 도로 결빙이 발생하여 낙상사고 등 시민불편이 예상됩니다.

	2. 따라서 2014.12.20.(토) 09:00부로 제설대책 비상상황 근무는 해제 하오니 각 제설기관 및 관련부서에서는 자체 실적에 맞게 비상근무 조치하시기 바라며, 특히 추가 제설작업이 필요한 강북지역 등에서는 보도, 이면도로, 지하철 진출입구 등에 대해 추가 제설작업을 시행하여 주시기 바랍니다.

	3. 각 자치구에서는 자율방재단, 자원봉사자, 생활안전거버넌스 등을 적극 활용하여 제설작업을 시행하시고 주민들의 ‘내 집 앞 눈치우기’에 적극 협조할 수 있도록 홍보 조치바라며, 보도 및 이면도로 작업실적을 아래양식에 의거 2014.12.22.(월) 10:00까지 제출바랍니다. (e-mail : pws114@seoul.go.kr)

		  - 보도 및 이면도로 제설·제빙 작업실적 양식 1부.  끝."
2014-12-31,2014,12,31,900,발령해제,제설대책 1단계근무 해제(2014.12.31 09:00),		1. 2014.12.31.(수) 08:30 현재 서울지역에 내린 눈이 그쳤고 도로상에는 눈이 쌓이지 않아 교통에 지장이 없고 강수확률 10이하로 예보되고 있어 2014.12.31(수) 09:00부로 제설대책 1단계 근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝.
2015-01-18,2015,1,18,1400,1단계,제설대책 1단계 근무지시 (2015.01.18 14:00),"	1. 2015.01.18(일) 14:00 기상청 발표에 의하면 북쪽을 지나는 기압골의 영향으로 늦은 오후에 서쪽지방부터 눈 또는 비가 내리고 18:00이후 1~4cm의 눈이 쌓일 것으로 예보되고 있습니다.

	2. 따라서 2015.01.18(일) 14:00부로 제설대책 1단계 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.



                  ※ 제설현장관리시스템 입력대상 기관에서는 2015.01.18(일) 15:00까지 자원입력 바람.  끝."
2015-01-22,2015,1,22,0,보강,제설대책 보강 근무지시 (2015.01.21 24:00),"	1. 2015.01.21(수) 17:00 기상청 발표에 의하면 기압골 영향으로 늦은 밤부터  내일 새벽동안 비 또는 눈이 내릴 것으로 예보되고 있습니다.

	2. 따라서 2015.01.21(수) 24:00부로 제설대책 보강 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2015.01.22(목) 01:00까지 자원입력 바람.  끝."
2015-01-22,2015,1,22,800,발령해제,제설대책 보강근무 해제(2015.01.22 08:00),		기상청 예보에 의하면 2015.01.22.(목) 07:00이후 강수확률 20이하로 예보되고 있어 2015.01.22(목) 08:00부로 제설대책 보강 근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝.
2015-02-09,2015,2,9,1600,보강,제설대책 보강 근무지시 (2015.02.09 16:00),"	1. 2015.02.09(월) 15:30 현재 서해상에서 발달한 눈구름대가 서풍을 타고 유입되어 서울 일부 지역에 눈이 내리고 있으며 오늘 밤까지 약하게 눈이 내릴 것으로 예보되고 있습니다.

	2. 따라서 2015.02.09(월) 16:00부로 제설대책 보강근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바라며, 지역에 따라서는 도로에 눈이 쌓일 것으로 판단되오니 자체 실정에 맞게 비상근무 조치바랍니다.

		  ○ 제설함 점검 및 보충

		  ○ 퇴근길 대중교통 이용 등 시민 홍보

※ 제설현장관리시스템 입력대상 기관에서는 2015.02.09(월) 16:30까지 자원입력 바람.  끝."
2015-02-09,2015,2,9,2300,발령해제,제설대책 보강근무 해제(2015.02.09 23:00),"		1. 2015.2.9.(월) 11:00 현재 주요 도로의 제설작업이 완료되어 교통소통에 지장이 없고 12:00 이후 강수확률 10이하로 예보되고 있어 2015.02.09(월) 23:00부로 제설대책 보강근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.

		2. 이번에 내린 눈은 지역에 따라 큰 차이를 보였으며 특히 한강이남 지역을 중심으로 많은 눈이 내려 낮은 기온으로 도로 곳곳이 결빙으로 인한 안전사고 발생 우려가 있으므로 제설작업이 완료되지 않는 기관은 자체 실정에 맞게 제설 비상근무 및 추가 제설작업을 시행하여 시민불편이 없도록 조치하여 주시기 바랍니다.  끝. "
2015-11-28,2015,11,28,1500,발령해제,제설대책 보강근무 해제(2015.11.28 15:00),		1. 2015.11.28.(토) 14:00 현재 기상청 예보에 의하면 15:00 이후 강수확률 20이하로 예보되고 있어 2015.11.28(토) 15:00부로 제설대책 보강근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝. 
2015-12-02,2015,12,2,2100,1단계,제설대책 1단계 근무지시 (2015.12.02 21:00),"	1. 2015.12.02(수) 17:00 기상청 발표에 의하면 북쪽에서 다가오는 기압골의 영향으로 밤부터 찬공기가 남하하면서 기온이 내려가겠고 24:00이후 1∼5cm의 눈이 쌓일 것으로 예보되고 있습니다.



	2. 따라서 2015.12.02(수) 21:00부로 제설대책 1단계 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바라며, 금일 국민안전처 주관 대설예보에 따른 긴급대책 회의결과 당부사항을 아래와 같이 알려드리니 강설로 인한 시민불편이 없도록 사전대비에 최선을 다하여 주시기 바랍니다.



                 3. 또한 금일 제설근무 상황을 제설정보시스템 (상황일 2015-12-02)에 22:00까지 입력하시기 바랍니다.    끝."
2015-12-03,2015,12,3,1800,보강,제설대책 보강 전환 발령(2015.12.03 18:00),"         1. 2015.12.02.(수) 밤부터 12.03(목) 낮동안 서울지역에 많은(적설량 6.5cm)양의 눈이 내렸으나 영상 기온으로 대부분 녹았으나, 금일 밤부터 내일 아침 기온이 큰 폭으로 떨어져 도로결빙이 예상되니 결빙으로 인한 낙상사고 등 시민불편이 발생하지 않도록 조치 바랍니다.

         2. 또한, 금일 밤까지 일부지역에 눈발이 날리고 한강이남(경기남부 경계지역) 일부 지역에는 눈이 내려 쌓일 것으로 예보되고 있습니다. 따라서 2015.12.03.(목) 18:00부로 보강근무 전환 발령하오니 각 제설기관 및 관련부서에서는 자체 실정에 맞게 비상근무 조치하시기 바라며,

         3. 특히, 내일 까지 대설예비 특보가 발효된 경기남부 인접 자치구 및 사업소는 강설시 즉시 제설작업이 가능하도록 기상청 동네예보를 참고하여 자체 실정에 맞게 비상근무 조치 바랍니다.  끝. "
2013-12-29,2013,12,29,1730,보강,제설대책 보강 근무지시(2013.12.29. 17:30),"  		 2013.12.29(일) 17:00 기상청 발표에 의하면 1cm미만 눈이 내릴 것으로 예보되고 있어 2013.12.29(일) 17:30부로 제설대책 보강단계 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바라며, 일부 지역에 적설이 예상되므로 취약구간에 필요시 제설제 살포작업을 시행하여 시민불편이 없도록 조치바랍니다.  

※ 제설현장관리시스템 입력대상 기관에서는 2013.12.29(일) 18:00까지 자원입력 바람.  끝."
2014-01-20,2014,1,20,420,2단계,제설대책 2단계 상향 근무지시(2014.01.20 04:20),"		기상청발표 2014.01.20(월) 04:20부로 대설주의보가 발효되었고 금일 아침까지 3cm 내외의 많은 눈이 내릴 것으로 예보됨에 따라 2014.01.20(월) 04:20부로 제설대책 2단계 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다. 

※ 제설현장관리시스템 입력대상 기관에서는 2014.01.20(월) 05:00까지 자원입력 바람.  끝."
2014-01-20,2014,1,20,900,1단계,제설대책 2단계 근무 해제 및 1단계 근무 전환(2014.01.20 09:00)," 		1. 2014.01.20(월) 08:00 기상청 발표에 의하면 서울지역에 내린 대설주의보가 해제되고 낮동안 산발적으로 눈이 날리다 오후부터 1~3cm의 눈이 더 내릴 것으로 예보되고 있습니다.  

		2. 따라서 2014.01.20(월) 09:00부로 제설대책 2단계 근무를 제설대책 1단계로 전환 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바라며, 각 자치구에서는 제설작업이 부족한 이면도로 지역과 지하철 및 지하도상가 출입구, 횡단보도 및 고갯길 등 취약지역에 제설작업을 시행하여 시민불편이 없도록 조치바랍니다.  끝."
2014-01-28,2014,1,28,800,발령해제,제설대책 보강근무 해제(2014.01.28 08:00),		기상청 예보에 의하면 2014.01.28.(화) 07:00이후 강수확률 10이하로 예보되고 있어 2014.01.28(화) 08:00부로 제설대책 보강 근무를 해제하오니 평시근무 체제로 전환하시기 바랍니다.  끝.
2014-02-09,2014,2,9,600,발령해제,제설대책 1단계 근무해제(2014.02.09 06:00),"	1. 기상청 발표에 따르면 2014.02.09(일) 06:00이후 기온 -2℃이며 강수확률 20이하로 예보되고 있어 2014.02.09(일) 06:00부로 제설대책 1단계 근무를 해제하오니 평시근무 체제로 전환하시기 바라며, 

	2. 일부 고갯길이나 이면도로, 보도에는 아직 제설작업이 미흡하고, 낮동안 도로가장자리에 쌓인 눈이 녹아 도로로 흘러 도로결빙으로 인한 사고발생 우려가 있으므로 제설작업 및 결빙예방작업을 시행하여 시민불편이 없도록 조치하여 주시기 바랍니다.  끝."
2014-12-19,2014,12,19,1500,1단계,제설대책 1단계 상향 근무지시 (2014.12.19 15:00),"	1. 2014.12.19(금) 14:00 기상청 예보에 의하면 오후에 산발적으로 눈이 날리는 곳이 있겠고, 18:00이후부터 1~4cm의 눈이 내리고 내일 아침까지 최고 2~7cm의 눈이 내릴 것으로 예보되고 있습니다. 

	2. 따라서 2014.12.19(금) 15:00부로 제설대책 1단계 상향 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바라며, 지역에 따라 강설 형태 및 적설량의 차이가 크고 상대적으로 기온이 낮은 강북지역을 중심으로 많은 눈이 도로에 쌓일 것으로 예상되니,

	3. 각 제설기관에서는 도로 물청소차량 등 가용가능한 장비를 동원하여 주시고 전 제설차량에 제설제 상차 후 각 작업노선에 사전배치 하여 즉시 제설작업이 이루어 질 수 있도록 조치 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2014.12.19(금) 16:00까지 자원입력(추가 인력, 장비 만 입력) 바람.  끝."
2014-12-22,2014,12,22,1200,발령해제,제설대책 1단계 근무 해제(2014.12.22 12:00),"	1. 2014.12.22.(월) 11:00 현재 주요 도로의 제설작업이 완료되어 교통소통에 지장이 없고 12:00 이후 강수확률 20이하로 예보되고 있어 2014.12.22(월) 12:00부로 제설대책 1단계 근무를 해제 하오니 평시 근무 체제로 전환하시기 바라며,

	2. 금일 기온이 낮아 노면에 남아있는 눈이 얼어 도로결빙으로 인한 안전사고 발생 우려가 있으므로 보도 및 이면도로 등 제설작업이 완료되지 않는 기관은 추가 제설작업을 시행하여 시민불편이 없도록 조치하여 주시기 바랍니다.  끝. "
2014-12-07,2014,12,7,1600,1단계,제설대책 1단계 근무지시(2014.12.07 16:00),"		1. 2014.12.07(일) 14:00 기상청 발표에 의하면 금일 저녁부터 내일 아침까지 1~3cm의 눈이 내리고 특히 내일 아침 기온이 내려가 도로결빙으로 출근길 시민불편이 우려됩니다.  

		2. 따라서 2014.12.07(일) 16:00부로 제설대책 1단계 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바라며,  강설시 교통혼잡으로 제설작업에 어려움이 예상므로 제설작업 차량은 금일 18:00까지 제설작업 준비를 완료할 수 있도록 조치바랍니다. 

※ 제설현장관리시스템 입력대상 기관에서는 2014.12.07(일) 18:00까지 자원입력 바람.  끝."
2014-12-12,2014,12,12,1100,1단계,제설대책 1단계 근무지시 (2014.12.12 11:00),"	1. 2014.12.12(금) 10:00 기상청 발표에 의하면 서해상에서 발달한 눈구름 영향으로 낮동안 눈이 날리고 15:00이후 1~4cm의 눈이 내릴 것으로 예보되고 있습니다.

	2. 따라서 2014.12.12(금) 11:00부로 제설대책 1단계 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

	  ○ 제설함 점검 및 보충

	  ○ 제설장비, 시설(자동염수분사장치) 등 가동점검

	  ○ 유관단체 및 기관 등 비상연락망 재점검

	  ○ 퇴근길 대중교통 이용 등 시민 홍보

※ 제설현장관리시스템 입력대상 기관에서는 2014.12.12(금) 12:00까지 자원입력 바람.  끝."
